Market,LoadFactor,FlightCount,Bookings,Revenue,AvgFare,RASM,RpS,Slope,Lat1,Lon1,Lat2,Lon2,Distance,cluster_Geo,cluster_Slope,cluster_Dist
BGYRIX,0.960924725,372,68168,4457121.734,65.3843,0.039219387,62.82945777,-0.007749411,57.01667,24.05,45.6739,9.7042,1602,10,5,7
MANRZE,0.95962762,224,41026,2634525.223,64.2159,0.036185225,61.62343803,-0.009489721,53.35333,-2.276667,50.11666,22.01667,1703,9,1,7
BCNRIX,0.990936704,216,40454,3408347.907,84.2524,0.035572573,83.48882782,-0.007815996,57.01667,24.05,41.3028,2.0944,2347,19,5,5
BODFCO,0.961042128,282,51237,3519036.089,68.6815,0.060005322,66.00585379,-0.005678243,44.82944,-0.7144445,41.8003,12.2389,1100,15,2,3
CTAPRG,0.922328042,50,8716,505598.7252,58.0081,0.037837702,53.5025106,-0.009351964,50.1,14.26667,37.40278,14.92306,1414,6,1,2
PMISVQ,0.947006743,1531,270932,10590986.69,39.0909,0.046978914,37.01938421,-0.009704065,39.55361,2.727778,37.415,-5.8975,788,12,1,8
STNSUF,0.916454939,280,49056,4245755.139,86.5491,0.041724564,79.31839671,-0.006244181,51.8828,0.2339,38.90917,16.23889,1901,7,2,9
BHXIBZ,0.914929082,172,30189,2158458.981,71.4981,0.04275541,65.4157771,-0.003940958,52.45306,-1.746389,38.87361,1.372778,1530,20,4,7
BGYBRQ,0.873685089,124,20930,638807.1814,30.5211,0.040835916,26.66585329,-0.009060658,49.15,16.7,45.6739,9.7042,653,7,5,1
AHOVIE,0.472222222,2,170,2284.45,13.4379,0.005992157,6.345694444,-0.010716862,48.1111,16.5583,40.63055,8.288889,1059,7,1,3
CFUOTP,0.905069078,104,17819,1081816.93,60.7114,0.073069197,54.94803586,-0.006222661,44.5667,26.1,39.60139,19.91028,752,17,2,1
BUDCPH,0.9532496,726,132210,8524102.799,64.4739,0.060432429,61.45978052,-0.009689867,55.6081,12.6333,47.4333,19.2333,1017,10,1,3
DLEOPO,0.939209062,311,55882,3409605.43,61.0143,0.044217019,57.30525605,-0.005664277,47.04278,5.435,41.23806,-8.674723,1296,1,2,2
DUBKLU,0.70537428,38,5145,261980.4754,50.9194,0.021820934,35.91725739,-0.005503127,53.4325,-6.252222,46.64305,14.34167,1646,3,2,7
KRKNCL,0.957019283,292,53105,3434261.637,64.6692,0.040032173,61.88973935,-0.005470371,55.03778,-1.686667,50.08333,19.78333,1546,9,2,7
SDRTSF,0.834876685,173,27318,1128789.236,41.3203,0.02670077,34.49739421,-0.00676862,45.6506,12.1956,43.42916,-3.826389,1292,15,2,2
EDIRHO,0.874286168,64,11023,1582033.86,143.5211,0.03910208,125.4785739,-0.003033108,55.94861,-3.350278,36.38472,28.11833,3209,13,4,4
NOCSTN,0.842158889,1082,172747,6149879.172,35.6004,0.046338911,29.98127558,-0.008756146,53.91,-8.817778,51.8828,0.2339,647,16,5,1
BRIPOZ,0.951471561,128,23018,1708132.888,74.2085,0.056260833,70.60734492,-0.005577986,52.41694,16.88333,41.14111,16.78833,1255,10,2,2
BVALPL,0.826897921,234,36663,963853.714,26.2895,0.03931062,21.73877293,-0.010111442,53.33833,-2.866667,49.4558,2.1125,553,16,1,1
DUBTUF,0.799804189,124,18789,887418.8235,47.2307,0.045512485,37.77536283,-0.005196328,53.4325,-6.252222,47.4325,0.7277778,830,16,4,8
LISWRO,0.921172145,48,8519,514285.8575,60.3692,0.022753885,55.61049497,-0.010594868,51.1,16.8833,38.7819,-9.1333,2444,19,1,5
EINSOF,0.966573898,529,98982,7506657.947,75.8386,0.043920687,73.30362723,-0.008289252,51.4533,5.3889,42.7,23.4,1669,13,5,7
MXPPMO,0.986373907,2427,456193,21550192.94,47.2392,0.051543712,46.59551549,-0.007309654,45.6317,8.7278,38.1811,13.105,904,6,5,8
MXPOTP,0.97232027,431,80161,4230744.664,52.778,0.037540021,51.31720903,-0.009177683,45.6317,8.7278,44.5667,26.1,1367,10,5,2
SCVTSF,0.729423868,36,4963,95215.6609,19.1851,0.012687281,13.99407127,-0.019401133,47.68945,26.35611,45.6506,12.1956,1103,10,3,3
BGYCPH,0.954462489,1280,235317,14982725.65,63.6703,0.054066727,60.7710009,-0.00769427,55.6081,12.6333,45.6739,9.7042,1124,7,5,3
BCNHHN,0.989983118,188,35184,2091524.884,59.4453,0.056477816,58.84988418,-0.008931753,49.9497,7.2639,41.3028,2.0944,1042,2,5,3
BOHEDI,0.849760556,338,54298,1504185.327,27.7024,0.040308927,23.54041327,-0.008324881,55.94861,-3.350278,50.78056,-1.836944,584,16,5,1
IBZTRN,0.883199636,186,31048,1712539.266,55.1577,0.055738382,48.71534579,-0.006717884,45.2011,7.6481,38.87361,1.372778,874,15,2,8
KGSVIE,0.898148148,196,32107,2510091.443,78.1789,0.04604346,70.21627624,-0.005579197,48.1111,16.5583,36.79306,27.09528,1525,17,2,7
ARNDUB,0.959509994,242,44646,2333532.754,52.2674,0.030862243,50.15114451,-0.007118668,59.662,17.9339,53.4325,-6.252222,1625,8,2,7
BGYMAH,0.920252503,140,24637,1573991.277,63.8872,0.074799545,58.79244273,-0.004632686,45.6739,9.7042,39.86139,4.215278,786,15,4,8
HHNKIR,0.82989418,280,43918,1927895.711,43.8976,0.030409332,36.43038003,-0.006565071,52.18306,-9.534445,49.9497,7.2639,1198,16,2,3
CGNVIT,0.95811672,124,22853,1103426.009,48.2836,0.039846134,46.26136211,-0.007386555,50.86583,7.141944,42.88389,-2.723056,1161,2,5,3
EDIZAD,0.914157094,68,11778,981282.6521,83.3148,0.040816124,76.16288824,-0.004165745,55.94861,-3.350278,44.09778,15.35667,1866,3,4,9
AGPBHX,0.945897534,879,160533,13182196.86,82.1151,0.043907603,77.6725502,-0.004083739,52.45306,-1.746389,36.6717,-4.4981,1769,5,4,9
ACEORK,0.946705613,413,73897,10565214.92,142.9721,0.052401302,135.3525619,-0.003559893,51.84083,-8.488889,28.9425,-13.60472,2583,11,4,10
AYTWMI,0.868794326,94,15435,1807.41,0.117,5.35e-05,0.101734211,-0.005606665,52.4511,20.6519,36.90556,30.79056,1902,14,2,9
PMISCQ,0.949835657,802,143334,7130694.406,49.7487,0.047111848,47.25318352,-0.008924082,42.895,-8.415,39.55361,2.727778,1003,1,5,3
CHQDUB,0.918706588,154,27247,4333903.705,159.0598,0.047321675,146.1293312,-0.004023399,53.4325,-6.252222,35.5325,24.1483,3088,13,4,10
CGNMLA,0.961815344,223,41284,3142075.874,76.1088,0.041264158,73.2026157,-0.00707013,50.86583,7.141944,35.83667,14.54722,1774,7,2,9
EMATSF,0.93923536,122,21717,1136584.949,52.3361,0.038920029,49.15599641,-0.00576922,52.83,-1.329444,45.6506,12.1956,1263,3,2,2
CGNOPO,0.988170475,489,91470,8042631.779,87.9264,0.053699824,86.88631534,-0.006528274,50.86583,7.141944,41.23806,-8.674723,1618,5,2,7
BNXGOT,0.90760897,210,36023,2490343.314,69.132,0.042683575,62.74485549,-0.009475905,57.7056,11.7806,44.94139,17.2975,1470,10,1,2
KTWVCE,0.910888332,38,6542,173383.8971,26.5031,0.032361194,24.14145045,-0.013078334,50.48333,19.08333,45.5067,12.3478,746,10,3,1
PSASUF,0.943081362,675,122577,4743050.195,38.6944,0.050613064,36.4920192,-0.012069878,43.6806,10.3928,38.90917,16.23889,721,6,1,1
AYTSZY,0.831821618,28,4402,511.017,0.116,4.84e-05,0.096564059,-0.012957845,53.4833,20.9333,36.90556,30.79056,1995,14,3,9
EINKRK,0.981553997,722,136862,9515645.659,69.5273,0.066710461,68.24480155,-0.008327951,51.4533,5.3889,50.08333,19.78333,1023,9,5,3
OPOVLC,0.950785454,630,113423,5863582.168,51.6965,0.068172489,49.15236448,-0.009107501,41.23806,-8.674723,39.48861,-0.4819444,721,12,5,1
POZRHO,0.88398981,54,9022,1072.501,0.1188,5.28e-05,0.105085342,-0.006498526,52.41694,16.88333,36.38472,28.11833,1989,17,2,9
CRLPGF,0.911847362,308,53861,2667066.391,49.5175,0.051426509,45.15247495,-0.008942052,50.4617,4.455,42.74083,2.871667,878,2,5,8
BVALIS,0.982047889,1035,193706,10307866.94,53.2139,0.035167345,52.25867539,-0.006748565,49.4558,2.1125,38.7819,-9.1333,1486,5,2,7
BGYLUZ,0.922048691,228,40146,1594185.855,39.7097,0.032174238,36.61428239,-0.009420704,51.2319,22.6903,45.6739,9.7042,1138,10,1,3
AGPLCJ,0.920304455,46,8222,420364.4464,51.1267,0.018701196,47.05221025,-0.010572521,51.72194,19.39833,36.6717,-4.4981,2516,19,1,5
BHXBZG,0.957290155,341,62669,3300874.575,52.6715,0.038054321,50.42197472,-0.008708329,53.09667,17.97861,52.45306,-1.746389,1325,9,5,2
OTPSTN,0.976206574,2550,473591,32806586.54,69.2719,0.032684274,67.62376279,-0.010028314,51.8828,0.2339,44.5667,26.1,2069,13,1,5
BLQSUF,0.980038703,1084,202574,9465688.024,46.727,0.061222366,45.79433006,-0.008919044,44.5306,11.2925,38.90917,16.23889,748,6,5,1
MRSPRG,0.952530364,262,47055,3090644.623,65.6815,0.061882944,62.56365634,-0.008457625,50.1,14.26667,43.43555,5.216389,1011,7,5,3
ACEBRE,0.846560847,50,8000,440415.9002,55.0519,0.014357627,46.60485716,-0.009211338,53.04667,8.79,28.9425,-13.60472,3246,11,5,4
BODPSA,0.943143669,122,21913,1031611.252,47.0775,0.049665472,44.40093192,-0.005689976,44.82944,-0.7144445,43.6806,10.3928,894,15,2,8
MANTPS,0.905418966,124,21654,1466044.128,67.7031,0.029786065,61.29972102,-0.004887241,53.35333,-2.276667,37.9117,12.4864,2058,3,4,5
CGNRAK,0.95504751,235,43320,4497484.274,103.82,0.039981078,99.15307378,-0.006719464,50.86583,7.141944,31.60833,-8.038333,2480,5,2,5
EINFAO,0.94266561,608,109402,9966963.972,91.104,0.044706217,85.88064358,-0.005759188,51.4533,5.3889,37.01445,-7.970833,1921,5,2,9
BUDMLA,0.95063002,426,77406,5256111.114,67.9031,0.047921879,64.55077142,-0.006827134,47.4333,19.2333,35.83667,14.54722,1347,6,2,2
BGYINI,0.938250429,6,1094,23638.2249,21.6071,0.020333922,20.27292015,-0.014515796,45.6739,9.7042,43.3373,21.853,997,6,3,3
DUBNCE,0.958311157,632,115235,8594167.714,74.5794,0.048718718,71.47035887,-0.005060051,53.4325,-6.252222,43.66389,7.2175,1467,3,4,2
OPOTPS,0.977206026,54,9989,950137.6671,95.1183,0.050324998,92.9502707,-0.004724682,41.23806,-8.674723,37.9117,12.4864,1847,1,4,9
BGYVIE,0.955552158,1469,256281,10586145.25,41.3067,0.067241553,39.47079159,-0.009772398,48.1111,16.5583,45.6739,9.7042,587,7,1,1
CFUVNO,0.928471598,106,18601,1901795.929,102.2415,0.055190941,94.92841813,-0.005064781,54.6333,25.2833,39.60139,19.91028,1720,17,4,7
ALCKIR,0.932412633,192,34365,3194298.375,92.952,0.051102416,86.6696976,-0.004590492,52.18306,-9.534445,38.2825,-0.5583333,1696,5,4,7
EINFCO,0.970324775,557,102149,8266852.044,80.9293,0.065823765,78.52775207,-0.006828622,51.4533,5.3889,41.8003,12.2389,1193,7,2,3
MRSTSF,0.851045961,346,55735,1941737.409,34.8387,0.048926357,29.64937255,-0.009599558,45.6506,12.1956,43.43555,5.216389,606,15,1,1
BGYVLC,0.981474772,1324,249220,15040249.87,60.3492,0.054843801,59.23130492,-0.006925354,45.6739,9.7042,39.48861,-0.4819444,1080,15,2,3
HHNTSF,0.947687278,220,39420,1314231.656,33.3392,0.052309843,31.59514512,-0.009642865,49.9497,7.2639,45.6506,12.1956,604,7,1,1
HELZAD,0.961111111,86,14878,1127912.083,75.8107,0.038028464,72.86253769,-0.005958776,60.32555,24.97167,44.09778,15.35667,1916,8,2,9
GDNVXO,0.585199834,230,25448,688472.6113,27.054,0.045494402,15.83205195,-0.008140825,56.68611,14.94167,54.3667,18.65,348,8,5,6
FMMMLA,0.931366087,172,31089,1759379.958,56.5917,0.037702152,52.70760809,-0.006460287,47.9886,10.2394,35.83667,14.54722,1398,6,2,2
BGYLPP,0.883525222,212,36221,2204145.784,60.8527,0.025749473,53.76489862,-0.008239393,61.0461,28.1567,45.6739,9.7042,2088,8,5,5
CRLRHO,0.92222536,186,32656,3510944.264,107.5129,0.040420386,99.15120767,-0.005052519,50.4617,4.455,36.38472,28.11833,2453,17,4,5
KRKPMO,0.94380692,243,43837,3081919.874,70.304,0.046531189,66.35347544,-0.007123346,50.08333,19.78333,38.1811,13.105,1426,10,2,2
RHOSTN,0.931004314,438,77683,9938675.35,127.9388,0.0427383,119.1116413,-0.002664262,51.8828,0.2339,36.38472,28.11833,2787,13,4,10
ARNTIA,0.848614072,54,8756,373922.3309,42.7046,0.017817014,36.23980722,-0.011250519,59.662,17.9339,41.41694,19.71667,2034,10,1,9
FCORIX,0.939296439,74,13137,743851.2424,56.6226,0.028140432,53.18541702,-0.009731505,57.01667,24.05,41.8003,12.2389,1890,10,1,9
RIXTIA,0.806731335,36,5489,54.89,0.01,4.58e-06,0.008067313,-0.005475334,57.01667,24.05,41.41694,19.71667,1763,17,2,9
BCNDUB,0.957303745,1990,361767,30154884.43,83.3544,0.053662081,79.79551427,-0.005171562,53.4325,-6.252222,41.3028,2.0944,1487,20,4,7
MXPSTN,0.953567492,2188,398000,18417326.33,46.2746,0.047345536,44.12603941,-0.008933288,51.8828,0.2339,45.6317,8.7278,932,3,5,8
FRLKTW,0.88851096,210,35265,1036049.491,29.3789,0.029798561,26.10353971,-0.009062974,50.48333,19.08333,44.1953,12.0686,876,10,5,8
AGPMRS,0.933843999,598,106673,6405695.57,60.0498,0.050203379,56.07717386,-0.00709188,43.43555,5.216389,36.6717,-4.4981,1117,1,2,3
BRSBUD,0.940603869,334,59813,5142130.755,85.9701,0.049277164,80.86382694,-0.008305488,51.38167,-2.708889,47.4333,19.2333,1641,9,5,7
ALCNRN,0.96893997,552,102010,8922127.291,87.4632,0.053944398,84.7466498,-0.006205925,51.5993,6.1502,38.2825,-0.5583333,1571,2,2,7
BODLIS,0.89493761,312,52787,2021129.99,38.2884,0.035361953,34.26573291,-0.007382291,44.82944,-0.7144445,38.7819,-9.1333,969,12,5,8
CIACRL,0.946952118,994,178741,9827340.311,54.9808,0.045352157,52.06427578,-0.009402709,50.4617,4.455,41.7995,12.5933,1148,7,1,3
BLQCTA,0.994802278,2381,453599,22279938.37,49.1181,0.057553399,48.86283578,-0.007065148,44.5306,11.2925,37.40278,14.92306,849,6,2,8
BOJBZG,0.882783883,26,4338,505.9542,0.1166,7.49e-05,0.102961783,-0.004859066,53.09667,17.97861,42.41667,27.28333,1374,17,4,2
FCOZAD,0.932792343,52,8966,474612.8404,52.9347,0.137158656,49.37711615,-0.004639065,44.09778,15.35667,41.8003,12.2389,360,6,4,6
STNVCE,0.946633399,2119,380540,21338988.08,56.0755,0.046769149,53.08298422,-0.009940208,51.8828,0.2339,45.5067,12.3478,1135,3,1,3
FCOMRS,0.965247793,880,160957,7811797.043,48.5334,0.077689547,46.8467967,-0.006849903,43.43555,5.216389,41.8003,12.2389,603,15,2,1
WMIZAD,0.911107421,220,38405,2144491.519,55.8388,0.050471431,50.8752021,-0.007464135,52.4511,20.6519,44.09778,15.35667,1008,10,5,3
LPAVIE,0.961596643,218,39412,4586116.942,116.3634,0.031564096,111.8947187,-0.006355093,48.1111,16.5583,27.93194,-15.38333,3545,11,2,4
FEZFKB,0.942698446,225,40224,3344292.808,83.1417,0.039584635,78.37757641,-0.007444407,48.79417,8.188889,33.92889,-4.9775,1980,1,5,9
NAPVLC,0.983551576,362,67450,5087867.175,75.4316,0.058695374,74.19095301,-0.005736189,40.88611,14.29167,39.48861,-0.4819444,1264,15,2,2
CPHMAN,0.973165825,772,144157,6950938.228,48.2178,0.047207191,46.92394775,-0.007253406,55.6081,12.6333,53.35333,-2.276667,994,9,2,3
CRLVLC,0.956170091,516,93632,6106908,65.2224,0.048721681,62.36375148,-0.007118361,50.4617,4.455,39.48861,-0.4819444,1280,2,2,2
STNXRY,0.937382662,188,33952,2506012.203,73.8104,0.039423721,69.18863067,-0.00588937,51.8828,0.2339,36.74528,-6.058889,1755,5,2,9
MANSVQ,0.925136848,364,64223,5024382.023,78.2333,0.040321213,72.37657769,-0.005168478,53.35333,-2.276667,37.415,-5.8975,1795,5,4,9
BERFUE,0.943302041,140,25322,2521697.083,99.5852,0.026901187,93.93894661,-0.006833461,52.5117,13.4025,28.44806,-13.86194,3492,11,2,4
MRSOTP,0.977799141,350,65096,4447546.5,68.3228,0.039979688,66.80605792,-0.007994024,44.5667,26.1,43.43555,5.216389,1671,6,5,7
PMIVIT,0.744008245,342,48365,1372953.787,28.3873,0.035980266,21.12041638,-0.007574717,42.88389,-2.723056,39.55361,2.727778,587,1,5,1
NAPZTH,0.901428128,34,5807,435963.2143,75.0754,0.101614316,67.67513417,-0.003560745,40.88611,14.29167,37.75111,20.88278,666,17,4,1
POZZAD,0.88016,298,49509,2508080.885,50.659,0.047841314,44.58810461,-0.007272074,52.41694,16.88333,44.09778,15.35667,932,10,2,8
NAPSKG,0.85993266,220,35756,1732093.452,48.442,0.056830681,41.65688917,-0.006171276,40.88611,14.29167,40.52083,22.97222,733,17,2,1
VCEVIE,0.920580244,934,156877,4966057.801,31.6557,0.067457524,29.14165048,-0.010257975,48.1111,16.5583,45.5067,12.3478,432,10,1,6
DUBKUN,0.98246839,412,77391,7270913.499,93.9503,0.046949783,92.30327399,-0.007130851,54.9639,24.0847,53.4325,-6.252222,1966,9,2,9
CTAGOA,0.978641814,545,100805,6178807.521,61.2946,0.064362136,59.98551061,-0.008956559,44.41306,8.837778,37.40278,14.92306,932,6,5,8
PMIRAK,0.872889897,84,13858,753881.509,54.4004,0.03613821,47.48560777,-0.008523423,39.55361,2.727778,31.60833,-8.038333,1314,12,5,2
NAPPFO,0.831303012,149,23816,1275524.625,53.5574,0.025646592,44.52248333,-0.006063399,40.88611,14.29167,34.71944,32.48472,1736,14,2,9
BRISOF,0.901069104,468,81417,3082531.646,37.861,0.059434506,34.11540623,-0.009554264,42.7,23.4,41.14111,16.78833,574,17,1,1
MLATPS,0.816263026,432,67678,1599213.327,23.6297,0.065383324,19.28808045,-0.008202525,37.9117,12.4864,35.83667,14.54722,295,6,5,6
VCEZAZ,0.879776602,36,5986,181621.2348,30.341,0.023031323,26.69330317,-0.009080709,45.5067,12.3478,41.66667,-1.038889,1159,15,5,3
BLQCFU,0.908468777,167,28674,2237139.659,78.0197,0.078929342,70.87854953,-0.005765098,44.5306,11.2925,39.60139,19.91028,898,6,2,8
ARNZAD,0.879939895,70,11712,964083.1438,82.3158,0.041628157,72.43299352,-0.005585916,59.662,17.9339,44.09778,15.35667,1740,10,2,9
LPLORK,0.712102981,510,68651,2281395.979,33.2317,0.057022796,23.6644605,-0.007822763,53.33833,-2.866667,51.84083,-8.488889,415,16,5,6
BRSBZR,0.853022768,209,34132,1662961.127,48.7214,0.041353752,41.56052101,-0.005309647,51.38167,-2.708889,43.32417,3.354445,1005,20,4,3
PRGPSR,0.930363543,124,21804,1253663.879,57.4969,0.062711703,53.49308239,-0.007854433,50.1,14.26667,42.43389,14.18444,853,7,5,8
BRIMAD,0.9752574,328,60622,4604971.802,75.962,0.043297813,74.08255795,-0.007308396,41.14111,16.78833,40.47361,-3.561111,1711,15,5,7
KLUMAN,0.351587302,20,1329,49196.7422,37.0178,0.009309736,13.01501116,-0.007051269,53.35333,-2.276667,46.64305,14.34167,1398,3,2,2
CGNNOC,0.879714811,68,11475,394183.4062,34.3514,0.026672126,30.21951903,-0.005617223,53.91,-8.817778,50.86583,7.141944,1133,16,2,3
VARVIE,0.952703878,190,32874,1610622.777,48.9938,0.045361128,46.6766005,-0.008064068,48.1111,16.5583,43.2325,27.82556,1029,17,5,3
BERPMI,0.983329896,1897,352805,32196284.48,91.258,0.054156147,89.73673577,-0.004281479,52.5117,13.4025,39.55361,2.727778,1657,2,4,7
BHXREU,0.944839215,86,15690,1085023.009,69.1537,0.051166183,65.33921528,-0.004488216,52.45306,-1.746389,41.147,1.1667,1277,20,4,2
DUBRIX,1.001595147,468,89162,8610736.643,96.574,0.049680592,96.72811327,-0.006624513,57.01667,24.05,53.4325,-6.252222,1947,8,2,9
SZZWMI,0.714238235,236,32235,561112.7619,17.4069,0.030698033,12.43270322,-0.012908371,53.58333,14.9,52.4511,20.6519,405,8,3,6
BLQBVA,0.977326356,799,150347,6884472.487,45.7905,0.050567588,44.75231571,-0.006839847,49.4558,2.1125,44.5306,11.2925,885,3,2,8
DUBTRN,0.910672532,266,45958,2867102.726,62.3852,0.041835465,56.81256144,-0.005522936,53.4325,-6.252222,45.2011,7.6481,1358,3,2,2
AGABCN,0.93079922,38,6685,215413.6087,32.2234,0.01871088,29.99354062,-0.015539528,41.3028,2.0944,30.38056,-9.545834,1603,12,3,7
FAOLTN,0.855388596,522,85958,5236492.789,60.9192,0.029641406,52.10959089,-0.006542957,51.8744,-0.3664,37.01445,-7.970833,1758,5,2,9
CRLLIS,0.988261585,1268,237922,19814296.74,83.2806,0.048931664,82.30305856,-0.007932898,50.4617,4.455,38.7819,-9.1333,1682,5,5,7
BCNSTN,0.963166063,2952,538693,35801716.54,66.4603,0.053973303,64.01233794,-0.009824888,51.8828,0.2339,41.3028,2.0944,1186,20,1,3
FCOTLS,0.966115233,298,54429,3326575.445,61.1177,0.064815306,59.04674367,-0.005320515,43.63,1.363611,41.8003,12.2389,911,15,4,8
ATHBGY,0.994331318,748,142782,8619028.686,60.3649,0.041480831,60.02276307,-0.00624883,45.6739,9.7042,37.89583,23.72889,1447,17,2,2
CHQCRL,0.903248368,68,11623,1328907.893,114.3343,0.045018437,103.2722951,-0.004753162,50.4617,4.455,35.5325,24.1483,2294,13,4,5
MADVIE,0.993973249,774,139858,11104511.37,79.3984,0.043698758,78.91995629,-0.008647835,48.1111,16.5583,40.47361,-3.561111,1806,15,5,9
SVQVIE,0.943706839,258,44140,3624598.258,82.1159,0.035645533,77.49338845,-0.006928801,48.1111,16.5583,37.415,-5.8975,2174,19,2,5
BLQKGS,0.875678968,103,17250,1440961.177,83.5339,0.046209065,73.14895054,-0.00568342,44.5306,11.2925,36.79306,27.09528,1583,17,2,7
FKBSUF,0.947643685,188,33702,1917767.76,56.9036,0.042326853,53.92441119,-0.005058291,48.79417,8.188889,38.90917,16.23889,1274,6,4,2
LISVIE,0.993612528,743,135023,15226582.97,112.7702,0.048611702,112.0499737,-0.006037862,48.1111,16.5583,38.7819,-9.1333,2305,19,2,5
BVAMAN,0.904571126,691,121246,4590656.833,37.8623,0.064621087,34.24917622,-0.008331313,53.35333,-2.276667,49.4558,2.1125,530,16,5,1
OPOSTN,0.956115651,2130,387768,27487667.91,70.8868,0.049689198,67.77606583,-0.01012809,51.8828,0.2339,41.23806,-8.674723,1364,5,1,2
BRICTA,0.957998275,454,82202,3847045.478,46.7999,0.100525167,44.83422462,-0.009665005,41.14111,16.78833,37.40278,14.92306,446,6,1,6
TLLTSF,0.947235805,212,37969,2343185.767,61.7131,0.033461296,58.45688473,-0.007773094,59.41667,24.81667,45.6506,12.1956,1747,8,5,9
LDEMLA,0.783610247,158,23676,1153797.639,48.7327,0.025646418,38.18751701,-0.005998349,43.17944,-0.00555555,35.83667,14.54722,1489,6,2,7
BVAOPO,0.953400477,2223,404115,21967810.65,54.3602,0.041728769,51.82713127,-0.006755803,49.4558,2.1125,41.23806,-8.674723,1242,5,2,2
BRSPMI,0.935450197,575,103052,7812151.683,75.8078,0.051312937,70.91447839,-0.003257397,51.38167,-2.708889,39.55361,2.727778,1382,20,4,2
PVKSTN,0.881103553,70,11657,889402.3008,76.2977,0.031370124,67.22617542,-0.004889405,51.8828,0.2339,38.92639,20.76583,2143,13,4,5
EDIMAD,0.957750881,418,76599,5865790.676,76.5779,0.042591494,73.34255265,-0.005550541,55.94861,-3.350278,40.47361,-3.561111,1722,5,2,7
EDIMLA,0.92214969,309,55234,5394370.049,97.6639,0.034440066,90.06077181,-0.004366631,55.94861,-3.350278,35.83667,14.54722,2615,13,4,10
GOTZAG,0.930350638,244,40861,2210285.983,54.0928,0.036922431,50.32527284,-0.00911738,57.7056,11.7806,45.74306,16.07028,1363,10,5,2
CRLIAS,0.943907038,258,46057,2698907.285,58.5992,0.032027955,55.31227784,-0.0108129,50.4617,4.455,47.18333,27.6,1727,10,1,7
CFUTRN,0.893121693,70,11816,790250.121,66.8796,0.050491699,59.73167959,-0.004870609,45.2011,7.6481,39.60139,19.91028,1183,6,4,3
BNXFMM,0.898248575,514,87290,3542872.73,40.5873,0.05714351,36.45755963,-0.011780389,47.9886,10.2394,44.94139,17.2975,638,7,1,1
CPHSKG,0.957932171,122,22088,2099989.513,95.0737,0.04944312,91.07422641,-0.005476517,55.6081,12.6333,40.52083,22.97222,1842,10,2,9
BVAWMI,0.978282942,579,108878,6152359.869,56.5069,0.041346111,55.27975083,-0.007915344,52.4511,20.6519,49.4558,2.1125,1337,9,5,2
MLATSF,0.914028425,770,136214,6087695.117,44.6921,0.036801699,40.84988604,-0.006956062,45.6506,12.1956,35.83667,14.54722,1110,6,2,3
BGYRJK,0.363629495,68,4813,125673.5564,26.1112,0.024790676,9.494828982,-0.007617943,45.6739,9.7042,45.21667,14.56833,383,7,5,6
CRLMLA,0.918805145,486,86432,6038908.634,69.8688,0.035311278,64.19590341,-0.00727094,50.4617,4.455,35.83667,14.54722,1818,7,2,9
BGYMRS,0.939184027,412,73756,2100439.513,28.4782,0.061627392,26.7462883,-0.008908832,45.6739,9.7042,43.43555,5.216389,434,15,5,6
BGYSOF,0.949660749,924,167957,8290470.291,49.3606,0.041119204,46.87589218,-0.008263781,45.6739,9.7042,42.7,23.4,1140,6,5,3
FCOMAH,0.944987112,78,13931,972482.9501,69.8071,0.093042068,65.96682608,-0.00528192,41.8003,12.2389,39.86139,4.215278,709,15,4,1
LPLMAD,0.944720238,228,40725,2163482.832,53.1241,0.035047138,50.1875019,-0.006863787,53.33833,-2.866667,40.47361,-3.561111,1432,20,2,2
BOJGDN,0.892986824,102,17215,1287708.785,74.8015,0.045378263,66.79680386,-0.005856456,54.3667,18.65,42.41667,27.28333,1472,17,2,2
CPHLPL,0.614452799,38,4413,95163.391,21.5643,0.012851856,13.2502633,-0.013967505,55.6081,12.6333,53.33833,-2.866667,1031,9,3,3
AGPRBA,0.902217976,381,66101,1928825.382,29.1799,0.073951393,26.32669599,-0.012164797,36.6717,-4.4981,34.05,-6.7569,356,18,1,6
GDNTSF,0.928909807,172,30197,1301447.281,43.0985,0.037310976,40.03467703,-0.008019349,54.3667,18.65,45.6506,12.1956,1073,10,5,3
BERPMO,0.967014134,296,54733,4761828.597,87.001,0.052746864,84.13124729,-0.005286808,52.5117,13.4025,38.1811,13.105,1595,7,4,7
STNVIE,0.962459664,1590,280967,17728781.77,63.0991,0.049094904,60.73039665,-0.009528178,51.8828,0.2339,48.1111,16.5583,1237,3,1,2
BCNLPA,0.929745432,138,24324,1108647.406,45.5783,0.019465433,42.37624822,-0.009933532,41.3028,2.0944,27.93194,-15.38333,2177,18,1,5
MANRIX,0.984233942,324,60617,4522501.684,74.6078,0.042942421,73.43153998,-0.00862709,57.01667,24.05,53.35333,-2.276667,1710,8,5,7
PGFSTN,0.756826625,303,44207,2125158.506,48.0728,0.035118579,36.38284751,-0.006448418,51.8828,0.2339,42.74083,2.871667,1036,20,2,3
EDIVIE,0.976949393,288,52258,4291869.822,82.1284,0.049866602,80.23536337,-0.004839652,55.94861,-3.350278,48.1111,16.5583,1609,9,4,7
DUBLRH,0.878608836,156,26172,1889450.39,72.1935,0.071672223,63.42991776,-0.004602982,53.4325,-6.252222,46.18056,-1.185833,885,16,4,8
