Market,LoadFactor,FlightCount,Bookings,Revenue,AvgFare,RASM,RpS,Slope,Lat1,Lon1,Lat2,Lon2,Distance,cluster_Geo,cluster_Slope,cluster_Dist
PMITSF,0.938402475,280,49131,2511789.294,51.1243,0.046623124,47.97519471,-0.006324064,45.6506,12.1956,39.55361,2.727778,1029,15,2,3
ARNSFT,0.69383097,408,54413,1494006.162,27.4567,0.033073558,19.0503693,-0.014698091,64.625,21.07833,59.662,17.9339,576,8,3,1
KRKVAR,0.855561385,100,16307,718631.1776,44.0688,0.038551768,37.70362946,-0.006000219,50.08333,19.78333,43.2325,27.82556,978,17,2,8
ATHCTA,0.982039377,147,27284,1542777.259,56.5451,0.071466592,55.52954178,-0.005853271,37.89583,23.72889,37.40278,14.92306,777,17,2,8
GDNPSA,0.938852053,237,42054,2123852.179,50.5029,0.035623459,47.41482328,-0.007307861,54.3667,18.65,43.6806,10.3928,1331,10,5,2
DUBLPL,0.824965892,3213,503692,18194309.54,36.1218,0.132441473,29.79933133,-0.008605809,53.4325,-6.252222,53.33833,-2.866667,225,16,5,6
MANSZG,0.710831483,42,5762,299840.2983,52.0375,0.029806544,36.98992084,-0.003838115,53.35333,-2.276667,47.79306,13.00556,1241,3,4,2
PIKPSA,0.877486211,124,21000,1227233.854,58.4397,0.029866067,51.28003735,-0.004753195,55.50945,-4.594444,43.6806,10.3928,1717,3,4,7
OTPTLV,0.945836814,38,6793,300309.2237,44.2086,0.026281678,41.81414978,-0.008769965,44.5667,26.1,32.01222,34.8825,1591,4,5,7
ALCVIT,0.931551889,352,62332,1854675.904,29.7547,0.050952456,27.71813582,-0.011411938,42.88389,-2.723056,38.2825,-0.5583333,544,1,1,1
BCNBOD,0.883056876,318,53130,1772791.395,33.367,0.064900889,29.46500341,-0.009123681,44.82944,-0.7144445,41.3028,2.0944,454,1,5,6
BLQTPS,0.919280666,1095,192103,8705481.731,45.3167,0.056068376,41.65880305,-0.006769299,44.5306,11.2925,37.9117,12.4864,743,6,2,1
EDIVLC,0.932356915,168,30365,2552447.72,84.0588,0.042524619,78.37287276,-0.004591651,55.94861,-3.350278,39.48861,-0.4819444,1843,20,4,9
DUBGOT,0.893519679,168,28514,1353120.357,47.4545,0.034613564,42.40161561,-0.005120248,57.7056,11.7806,53.4325,-6.252222,1225,16,4,3
MADMXP,0.983348962,788,146814,8595089.591,58.544,0.050060221,57.56925379,-0.006952848,45.6317,8.7278,40.47361,-3.561111,1150,1,2,3
BGYRAK,0.953393279,764,140595,11888843.7,84.5609,0.036863201,80.61982059,-0.006382913,45.6739,9.7042,31.60833,-8.038333,2187,12,2,5
IBZLPL,0.825310088,61,9515,527062.0857,55.3927,0.027858746,45.71620138,-0.004100706,53.33833,-2.866667,38.87361,1.372778,1641,20,4,7
CTAVCE,0.983651588,1712,318349,16942255.99,53.2191,0.056471499,52.3490792,-0.008665186,45.5067,12.3478,37.40278,14.92306,927,6,5,8
ARNBZR,0.889967972,102,17228,1399702.045,81.2457,0.03494738,72.306129,-0.005442514,59.662,17.9339,43.32417,3.354445,2069,19,4,5
AGPNDR,0.578932415,316,34641,921006.3136,26.5871,0.070931692,15.39217718,-0.010988612,36.6717,-4.4981,35.2,-2.916667,217,12,1,6
AMMVIE,0.886474908,322,52146,4179509.816,80.1501,0.028988616,71.05109846,-0.006980957,48.1111,16.5583,31.72361,35.99528,2451,4,2,5
BLLVNO,0.99111867,168,31470,1371023.762,43.566,0.041921486,43.17913084,-0.007426736,55.7403,9.1528,54.6333,25.2833,1030,8,5,3
MADPMO,0.963042873,304,55348,4316338.434,77.9854,0.051617407,75.10332742,-0.006675101,40.47361,-3.561111,38.1811,13.105,1455,1,2,2
FAOKIR,0.92753268,128,22706,2318276.16,102.0997,0.055969754,94.70082355,-0.004058644,52.18306,-9.534445,37.01445,-7.970833,1692,5,4,7
CRLSKG,0.966437798,336,61651,4627029.772,75.0519,0.040051393,72.53307267,-0.006002116,50.4617,4.455,40.52083,22.97222,1811,13,2,9
OTPPFO,0.942885786,365,65837,3974682.101,60.3715,0.046506112,56.92348157,-0.007231112,44.5667,26.1,34.71944,32.48472,1224,4,2,3
BHXOPO,0.947390244,216,38843,2634914.342,67.8349,0.047499042,64.26620347,-0.005436604,52.45306,-1.746389,41.23806,-8.674723,1353,5,4,2
AHOMAD,0.93987234,124,22087,1244028.83,56.324,0.052884513,52.93739703,-0.006671137,40.63055,8.288889,40.47361,-3.561111,1001,1,2,3
AGPBGY,0.975087061,894,167440,10554675.1,63.0355,0.039629377,61.46516439,-0.00624499,45.6739,9.7042,36.6717,-4.4981,1551,1,2,7
DUBVNO,0.993191191,268,51054,4366232.585,85.5218,0.041474389,84.93954917,-0.006720838,54.6333,25.2833,53.4325,-6.252222,2048,9,2,9
MRSTUF,0.956334189,328,59637,2370065.222,39.7415,0.067148723,38.00617739,-0.009277672,47.4325,0.7277778,43.43555,5.216389,566,2,5,1
PSASTN,0.942546724,1734,312573,18152704.59,58.075,0.046192814,54.73848429,-0.008332465,51.8828,0.2339,43.6806,10.3928,1185,3,5,3
RDZSTN,0.739064857,70,9800,339676.0157,34.6608,0.030208246,25.61659244,-0.006047871,51.8828,0.2339,44.40889,2.483333,848,20,2,8
BODMAH,0.83377387,196,30913,1383248.386,44.7464,0.054464902,37.30845792,-0.004975967,44.82944,-0.7144445,39.86139,4.215278,685,1,4,1
ALCNUE,0.962418588,240,43740,3430052.279,78.4191,0.04853506,75.4720181,-0.006849443,49.49972,11.08167,38.2825,-0.5583333,1555,2,2,7
ACEMRS,0.848597172,184,29762,2024781.091,68.0324,0.024831022,57.7321251,-0.00620176,43.43555,5.216389,28.9425,-13.60472,2325,11,2,5
ACEBTS,0.927772786,106,18587,1650015.648,88.7725,0.024288047,82.36076907,-0.006315227,48.16,17.21,28.9425,-13.60472,3391,11,2,4
EMARMU,0.938245403,279,49955,4240107.491,84.8785,0.047601255,79.63690045,-0.004305298,52.83,-1.329444,37.79033,-1.141831,1673,20,4,7
ATHBLQ,0.979823637,546,102225,7002756.484,68.5033,0.052685413,67.12121618,-0.006254106,44.5306,11.2925,37.89583,23.72889,1274,17,2,2
BRIBVA,0.956155227,637,115581,8091745.782,70.0093,0.045537255,66.93976541,-0.005796107,49.4558,2.1125,41.14111,16.78833,1470,7,2,2
BOJBUD,0.909371577,106,18262,1224013.671,67.0251,0.07221657,60.95078532,-0.006095198,47.4333,19.2333,42.41667,27.28333,844,17,2,8
FCOSPU,0.923135872,138,24092,1317988.533,54.7064,0.131857741,50.50151478,-0.007626074,43.525,16.29222,41.8003,12.2389,383,6,5,6
AGPGLA,0.927422946,337,60391,5031364.148,83.3131,0.036173466,77.26652253,-0.004477569,55.8717,-4.4319,36.6717,-4.4981,2136,5,4,5
EFLVIE,0.886269841,70,11167,1020034.096,91.3436,0.069969825,80.95508698,-0.005565907,48.1111,16.5583,38.11806,20.50556,1157,17,2,3
DUBFMM,0.930164669,327,57673,3319181.25,57.5517,0.040989733,53.53259116,-0.005486367,53.4325,-6.252222,47.9886,10.2394,1306,3,2,2
TLVTRN,0.917528275,109,18902,1643297.806,86.9377,0.028849138,79.76786594,-0.005259029,45.2011,7.6481,32.01222,34.8825,2765,14,4,10
AGATLS,0.887057387,208,34872,2014098.289,57.7568,0.029093513,51.23367647,-0.007039465,43.63,1.363611,30.38056,-9.545834,1761,12,2,9
ARNVCE,0.941119882,212,38153,2242623.289,58.7797,0.034189604,55.31877871,-0.007459935,59.662,17.9339,45.5067,12.3478,1618,10,5,7
FAONUE,0.961744049,170,30947,2613818.754,84.4611,0.039317519,81.2299942,-0.006193154,49.49972,11.08167,37.01445,-7.970833,2066,1,2,5
ACEKTW,0.977411477,52,9606,663.8839,0.0691,1.86e-05,0.067550254,-0.006992476,50.48333,19.08333,28.9425,-13.60472,3633,11,2,4
BHXZAD,0.911242604,52,8624,612155.7277,70.9828,0.041330708,64.68255787,-0.003975038,52.45306,-1.746389,44.09778,15.35667,1565,3,4,7
CDTOPO,0.769460058,124,18070,561156.5775,31.0545,0.031988316,23.89527242,-0.009873285,41.23806,-8.674723,39.999,0.026,747,12,1,1
PSASVQ,0.970286157,324,60084,3799196.508,63.2314,0.039839331,61.35256941,-0.006710052,43.6806,10.3928,37.415,-5.8975,1540,1,2,7
AMMBGY,0.893418491,424,73439,8030079.24,109.3435,0.035653113,97.68952846,-0.004881347,45.6739,9.7042,31.72361,35.99528,2740,14,4,10
KRKLTN,0.98751704,652,124597,6988970.149,56.0926,0.038981282,55.39240203,-0.004994126,51.8744,-0.3664,50.08333,19.78333,1421,9,4,2
CFUSTN,0.930960027,188,33630,3994938.617,118.7909,0.054263787,110.5895974,-0.004083148,51.8828,0.2339,39.60139,19.91028,2038,13,4,9
ACEFCO,0.959000362,146,26478,2237571.897,84.5068,0.029685744,81.04208246,-0.005433565,41.8003,12.2389,28.9425,-13.60472,2730,11,4,10
MADOPO,0.961782391,1504,274485,9649392.803,35.1545,0.077018254,33.81101363,-0.011168622,41.23806,-8.674723,40.47361,-3.561111,439,12,1,6
BGYBVA,0.977306328,1192,224757,8651332.489,38.4919,0.053133354,37.61841448,-0.007018662,49.4558,2.1125,45.6739,9.7042,708,3,2,1
BUDLPA,0.946174781,136,25032,3250510.473,129.8542,0.033269638,122.8647745,-0.00591636,47.4333,19.2333,27.93194,-15.38333,3693,11,2,4
BZRMAN,0.853453355,158,26073,1577701.886,60.5109,0.043397706,51.6432696,-0.004068141,53.35333,-2.276667,43.32417,3.354445,1190,20,4,3
NUEPMO,0.937508927,296,52508,3404997.883,64.8472,0.04786996,60.79484864,-0.004856819,49.49972,11.08167,38.1811,13.105,1270,6,4,2
SNNWRO,0.928189689,294,52103,3229948.024,61.9915,0.032490095,57.53995839,-0.007934504,52.70055,-8.918612,51.1,16.8833,1771,9,5,9
BHXTRN,0.721650613,48,6593,288636.8402,43.7792,0.029833191,31.59334941,-0.006198494,52.45306,-1.746389,45.2011,7.6481,1059,3,2,3
CFUMRS,0.889148252,102,17141,1299505.796,75.8127,0.052093312,67.4087455,-0.005637551,43.43555,5.216389,39.60139,19.91028,1294,6,2,2
AGPLPL,0.939044966,605,108532,8735505.577,80.4878,0.040657179,75.58169512,-0.003773672,53.33833,-2.866667,36.6717,-4.4981,1859,5,4,9
BRSPOZ,0.885704018,308,51757,2370774.681,45.8058,0.030141492,40.57044769,-0.009876592,52.41694,16.88333,51.38167,-2.708889,1346,9,1,2
NAPOTP,0.983698726,318,59138,3431638.954,58.0276,0.054519314,57.08172185,-0.007353797,44.5667,26.1,40.88611,14.29167,1047,17,5,3
BERCFU,0.941280795,164,29191,3126748.934,107.1134,0.066331474,100.8238403,-0.004976772,52.5117,13.4025,39.60139,19.91028,1520,10,4,7
DUBPDV,0.994923858,36,7056,421756.2482,59.7727,0.022925712,59.46929614,-0.00638938,53.4325,-6.252222,42.3,24.71667,2594,13,2,10
FCOSDR,0.934849113,408,72118,3771963.014,52.3026,0.036874127,48.89509248,-0.006082563,43.42916,-3.826389,41.8003,12.2389,1326,15,2,2
FEZSVQ,0.982142857,8,1485,29701.5976,20.001,0.049480891,19.64391376,-0.014446714,37.415,-5.8975,33.92889,-4.9775,397,12,3,6
BDSTRN,0.959835407,882,160018,9059754.331,56.617,0.055565534,54.34309255,-0.00988113,45.2011,7.6481,40.65805,17.94667,978,6,1,8
STNSZY,0.848228786,208,33427,1487308.581,44.4942,0.026919605,37.74128554,-0.010478157,53.4833,20.9333,51.8828,0.2339,1402,9,1,2
MSTOPO,0.892266925,184,31315,2114143.52,67.5121,0.038989562,60.23887394,-0.008599088,50.91111,5.773611,41.23806,-8.674723,1545,5,5,7
LISNAP,0.974460077,236,43496,3958343.927,91.0047,0.044141625,88.68052529,-0.006419069,40.88611,14.29167,38.7819,-9.1333,2009,1,2,9
PFOPSA,0.886893617,62,10421,588520.0766,56.4744,0.023394122,50.08681503,-0.007294653,43.6806,10.3928,34.71944,32.48472,2141,14,2,5
PMIVIE,0.960291069,1948,340476,24618581.69,72.3063,0.047623564,69.43515588,-0.005694054,48.1111,16.5583,39.55361,2.727778,1458,15,2,2
BHXVNO,0.906154275,38,6508,247701.0575,38.061,0.019246176,34.48914752,-0.013737122,54.6333,25.2833,52.45306,-1.746389,1792,9,3,9
FAOPIK,0.871341502,332,54898,4192773.723,76.3738,0.031464652,66.54773861,-0.00442635,55.50945,-4.594444,37.01445,-7.970833,2115,5,4,5
CRLNDR,0.978475889,300,55597,4348900.265,78.2218,0.042544856,76.53819543,-0.009398019,50.4617,4.455,35.2,-2.916667,1799,5,1,9
CPHWMI,0.852929688,80,13101,379840.8041,28.9932,0.039252729,24.72921902,-0.014266518,55.6081,12.6333,52.4511,20.6519,630,8,3,1
CTATRS,0.970076248,331,60687,3577008.838,58.9419,0.060505995,57.17816522,-0.007957268,45.82667,13.47222,37.40278,14.92306,945,6,5,8
BERBGY,0.980212786,1092,206374,10678804.58,51.7449,0.062851332,50.72102488,-0.00745067,52.5117,13.4025,45.6739,9.7042,807,7,5,8
EDINRN,0.921581838,453,80702,3358786.515,41.6196,0.048613289,38.35588524,-0.006487121,55.94861,-3.350278,51.5993,6.1502,789,16,2,8
GDNKRK,0.957432856,539,99281,2877376.222,28.9821,0.057450221,27.74845674,-0.010708711,54.3667,18.65,50.08333,19.78333,483,8,1,6
BCNPMI,0.890121086,3438,576624,17521971.46,30.3871,0.133902281,27.04826068,-0.009786155,41.3028,2.0944,39.55361,2.727778,202,1,1,6
BLLBLQ,0.811655914,122,18871,1010451.402,53.5451,0.03460213,43.46027534,-0.005787827,55.7403,9.1528,44.5306,11.2925,1256,7,2,2
KRKPSA,0.941276838,222,39720,2156964.387,54.3042,0.050760003,51.1153227,-0.009880723,50.08333,19.78333,43.6806,10.3928,1007,10,1,3
BGYBLL,0.87012069,304,50467,2493256.854,49.4037,0.038347179,42.98718713,-0.007400344,55.7403,9.1528,45.6739,9.7042,1121,7,5,3
MANVRN,0.914656104,146,25400,1728577.872,68.0542,0.048103734,62.24623234,-0.004580597,53.35333,-2.276667,45.46667,10.93333,1294,3,4,2
SUFVIE,0.925087984,176,29440,1574055.547,53.4665,0.048302024,49.46127284,-0.006448859,48.1111,16.5583,38.90917,16.23889,1024,6,2,3
ALCTLS,0.809807387,404,63233,2020717.702,31.9566,0.042010987,25.87876776,-0.009810461,43.63,1.363611,38.2825,-0.5583333,616,1,1,1
ALCNQY,0.896777677,215,36541,2690174.032,73.6207,0.047259414,66.02140114,-0.004660185,50.43945,-4.994722,38.2825,-0.5583333,1397,20,4,2
PRGZAD,0.963550417,328,58501,3464467.699,59.2206,0.084787651,57.06208945,-0.00702209,50.1,14.26667,44.09778,15.35667,673,10,2,1
ATHWMI,0.983926912,170,31771,2925020.731,92.0657,0.055336568,90.58596257,-0.005222879,52.4511,20.6519,37.89583,23.72889,1637,17,4,7
RMUSTN,0.934115764,624,112064,8201124.461,73.1825,0.043486599,68.36093342,-0.005873467,51.8828,0.2339,37.79033,-1.141831,1572,20,2,7
LTNNAP,0.919453097,378,66710,4296626.37,64.4075,0.035782298,59.21970353,-0.00797122,51.8744,-0.3664,40.88611,14.29167,1655,3,5,7
FUEKTW,0.796518438,131,19721,2107.3705,0.1068,2.31e-05,0.085115332,-0.003141748,50.48333,19.08333,28.44806,-13.86194,3691,11,4,4
ALCNOC,0.933403634,128,23014,2432235.784,105.685,0.053351439,98.64681148,-0.004903106,53.91,-8.817778,38.2825,-0.5583333,1849,5,4,9
GOTSTN,0.941520984,956,170565,9795733.06,57.431,0.055063719,54.07257194,-0.007361436,57.7056,11.7806,51.8828,0.2339,982,9,5,8
BRICHQ,0.866925175,124,20345,1220872.617,60.0084,0.058126107,52.02286591,-0.005019177,41.14111,16.78833,35.5325,24.1483,895,14,4,8
EDIIBZ,0.894135901,128,22475,2055774.496,91.4693,0.042332331,81.78606364,-0.003810155,55.94861,-3.350278,38.87361,1.372778,1932,20,4,9
NRNOPO,0.981546152,152,28669,2395315.411,83.5507,0.050842456,82.00888151,-0.006890498,51.5993,6.1502,41.23806,-8.674723,1613,5,2,7
BERLIS,0.997261803,592,112539,14962233.59,132.9515,0.057471823,132.5874946,-0.007010144,52.5117,13.4025,38.7819,-9.1333,2307,19,2,5
BFSGDN,0.883959662,234,39094,1851147.949,47.3512,0.026176707,41.85655382,-0.005935897,54.6542,-6.225,54.3667,18.65,1599,9,2,7
MAHTLS,0.772457331,212,30957,1228308.941,39.6779,0.063720352,30.6494895,-0.006395637,43.63,1.363611,39.86139,4.215278,481,1,2,6
BERBLQ,0.983429243,596,112107,7653055.779,68.2656,0.074511014,67.13442383,-0.008235567,52.5117,13.4025,44.5306,11.2925,901,7,5,8
FAOFCO,0.984612211,128,23867,1762632.864,73.8523,0.040130175,72.71587721,-0.005801057,41.8003,12.2389,37.01445,-7.970833,1812,1,2,9
MANORK,0.817280526,1426,222740,8092200.54,36.3302,0.065690284,29.69200823,-0.007739241,53.35333,-2.276667,51.84083,-8.488889,452,16,5,6
BGYFNC,0.94118121,197,35043,3069081.785,87.5804,0.030722727,82.42907595,-0.004761693,45.6739,9.7042,32.69056,-16.775,2683,12,4,10
DUBNQY,0.684889901,271,35178,872480.7798,24.8018,0.04937954,16.98656192,-0.008111412,53.4325,-6.252222,50.43945,-4.994722,344,16,5,6
BGYLPA,0.957724136,314,58561,5607739.96,95.7589,0.030993802,91.71065908,-0.005601886,45.6739,9.7042,27.93194,-15.38333,2959,11,2,10
IBZSCQ,0.976489162,124,22885,1254197.745,54.8043,0.057175066,53.51586215,-0.007745069,42.895,-8.415,38.87361,1.372778,936,1,5,8
DUBLPA,0.937827513,612,110960,12390748.19,111.6686,0.035693895,104.7258882,-0.00404624,53.4325,-6.252222,27.93194,-15.38333,2934,11,4,10
FCOTPS,0.922923805,954,166453,6362176.928,38.222,0.08146894,35.27605114,-0.011148296,41.8003,12.2389,37.9117,12.4864,433,6,1,6
KSCLPL,1.001205382,215,40700,2251726.761,55.3249,0.031526278,55.39166961,-0.007983087,53.33833,-2.866667,48.66667,21.25,1757,9,5,9
DUBGNB,0.827657076,72,11276,1153303.593,102.2794,0.069047592,84.65234828,-0.005443008,53.4325,-6.252222,45.36278,5.329722,1226,20,4,3
CRLTRN,0.939789797,549,97912,4011955.576,40.9751,0.060930374,38.50799612,-0.010284015,50.4617,4.455,45.2011,7.6481,632,3,1,1
BGYSTN,0.941027932,3194,573900,26127518.21,45.5262,0.043805193,42.84147837,-0.009012227,51.8828,0.2339,45.6739,9.7042,978,3,5,8
AGPBVA,0.936633332,341,61534,4074611.308,66.2172,0.040830328,62.02126898,-0.006028851,49.4558,2.1125,36.6717,-4.4981,1519,5,2,7
ACELPL,0.732681121,160,22168,1479474.072,66.7391,0.017145349,48.89853489,-0.003220123,53.33833,-2.866667,28.9425,-13.60472,2852,11,4,10
CFEOPO,0.959367125,216,39595,2300286.836,58.0953,0.0516063,55.73480412,-0.005353357,45.78583,3.1675,41.23806,-8.674723,1080,1,4,3
MANTSF,0.947304447,74,13249,545879.9577,41.2015,0.028954344,39.03045601,-0.004637335,53.35333,-2.276667,45.6506,12.1956,1348,3,4,2
PSAWMI,0.963952519,129,24281,1648463.508,67.891,0.052948046,65.44378531,-0.007209983,52.4511,20.6519,43.6806,10.3928,1236,10,2,2
DUBVRN,0.890903134,286,48948,4099886.575,83.76,0.049093477,74.62208466,-0.003871591,53.4325,-6.252222,45.46667,10.93333,1520,3,4,7
GDNPMI,0.912698413,32,5520,645.8643,0.117,5.25e-05,0.106789732,-0.006019159,54.3667,18.65,39.55361,2.727778,2034,19,2,9
CRLESU,0.904851172,207,35719,3682473.993,103.0956,0.038532107,93.28623161,-0.005228352,50.4617,4.455,31.40331,-9.688223,2421,12,4,5
NAPSNN,0.915790812,124,21609,1971384.249,91.2297,0.038201825,83.54739144,-0.003760183,52.70055,-8.918612,40.88611,14.29167,2187,3,4,5
ARNBVA,0.956567797,88,16254,726979.326,44.7261,0.028165651,42.78362323,-0.013220874,59.662,17.9339,49.4558,2.1125,1519,9,3,7
BTSEDI,0.945630973,216,38786,2565416.209,66.1428,0.038068605,62.54671858,-0.007680798,55.94861,-3.350278,48.16,17.21,1643,9,5,7
BRINUE,0.956748131,126,22784,1273064.617,55.8753,0.051851274,53.45866367,-0.005563037,49.49972,11.08167,41.14111,16.78833,1031,7,2,3
ORKSTN,0.861428129,1986,325395,11856776.61,36.4381,0.052402015,31.38880711,-0.008844459,51.8828,0.2339,51.84083,-8.488889,599,16,5,1
GDNZAD,0.914594746,152,26044,1409619.742,54.1245,0.04241819,49.50202773,-0.006875667,54.3667,18.65,44.09778,15.35667,1167,10,2,3
AGPSOF,0.968888619,170,31890,2387142.332,74.8555,0.029386813,72.52665528,-0.007135614,42.7,23.4,36.6717,-4.4981,2468,1,2,5
BERLUX,0.976071564,164,30879,1262322.841,40.8796,0.066948772,39.90146799,-0.010500847,52.5117,13.4025,49.62778,6.206666,596,9,1,1
BRUFCO,0.973642481,1014,186657,12940331.41,69.3267,0.057544341,67.4995118,-0.008983254,50.9017,4.4942,41.8003,12.2389,1173,7,5,3
BERBRU,0.996632885,634,120172,5328499.754,44.3406,0.069156979,44.19130981,-0.011438081,52.5117,13.4025,50.9017,4.4942,639,9,1,1
GDNPFO,0.962153157,202,36964,2536788.046,68.6286,0.027106419,66.03123655,-0.005696544,54.3667,18.65,34.71944,32.48472,2436,14,2,5
ATHVIE,0.986222579,736,132714,8957060.359,67.4914,0.052164257,66.56159235,-0.006867543,48.1111,16.5583,37.89583,23.72889,1276,17,2,2
BFSSTN,0.917415852,1218,211235,6147235.156,29.1014,0.050468979,26.69808971,-0.00853213,54.6542,-6.225,51.8828,0.2339,529,16,5,1
NAPVCE,0.982240047,1795,333332,14726551.72,44.1798,0.080660223,43.39520013,-0.010309154,45.5067,12.3478,40.88611,14.29167,538,6,1,1
BRSFAO,0.901553043,458,78949,4980363.718,63.0833,0.034426722,56.87294414,-0.003523735,51.38167,-2.708889,37.01445,-7.970833,1652,5,4,7
CIARBA,0.979330025,212,39467,2699390.563,68.3961,0.035272457,66.98239611,-0.008038221,41.7995,12.5933,34.05,-6.7569,1899,1,5,9
AOIKRK,0.936529795,124,22443,1046512.643,46.6298,0.050253393,43.67019874,-0.010474838,50.08333,19.78333,43.6175,13.36417,869,10,1,8
BGYMLA,0.937078994,545,98353,4804080.275,48.8452,0.039188262,45.77189016,-0.006164075,45.6739,9.7042,35.83667,14.54722,1168,6,2,3
BEROPO,0.989552094,326,61374,6437807.25,104.8946,0.049855317,103.798769,-0.007466895,52.5117,13.4025,41.23806,-8.674723,2082,19,5,5
CPHPSA,0.958346285,68,12332,950540.4119,77.0791,0.055249471,73.86854304,-0.005738496,55.6081,12.6333,43.6806,10.3928,1337,7,2,2
CTATRN,0.96776641,1527,279339,18547782.29,66.3988,0.060735875,64.25855567,-0.009569698,45.2011,7.6481,37.40278,14.92306,1058,6,1,3
AHOPMO,0.932926829,124,21879,744645.5482,34.0347,0.064015927,31.75189955,-0.008613348,40.63055,8.288889,38.1811,13.105,496,6,5,6
BERIBZ,0.986342999,288,53878,4794085.028,88.9803,0.04938952,87.765177,-0.006193878,52.5117,13.4025,38.87361,1.372778,1777,2,2,9
FNCNUE,0.946957672,200,35795,3591395.524,100.3323,0.032065631,95.01046361,-0.005988136,49.49972,11.08167,32.69056,-16.775,2963,11,2,10
SOFTSF,0.9095492,212,37528,1731943.562,46.1507,0.044139153,41.9763345,-0.008630275,45.6506,12.1956,42.7,23.4,951,17,5,8
EMATFS,0.943693896,688,126153,14020209.31,111.1365,0.034613493,104.8788847,-0.004244134,52.83,-1.329444,28.04278,-16.57055,3030,11,4,10
CAGSVQ,0.960654441,214,38870,2386971.707,61.409,0.044691609,58.9929244,-0.006629484,39.24722,9.061111,37.415,-5.8975,1320,1,2,2
MLAPMF,0.831352217,124,19723,665721.7429,33.7535,0.02642289,28.0611087,-0.006969308,44.8222,10.2944,35.83667,14.54722,1062,6,2,3
EMAWRO,0.933864141,404,72367,3632787.08,50.1994,0.037205961,46.87951118,-0.009874175,52.83,-1.329444,51.1,16.8833,1260,9,1,2
OPOTLS,0.918930364,336,58591,2409328.156,41.1211,0.043634475,37.7874554,-0.007579594,43.63,1.363611,41.23806,-8.674723,866,1,5,8
BERVLC,0.984677115,362,67732,6458657.95,95.356,0.052280038,93.89494882,-0.007256185,52.5117,13.4025,39.48861,-0.4819444,1796,2,2,9
OSLSTN,0.965332254,928,169327,7712084.896,45.5455,0.038499607,43.96655168,-0.007921913,60.2028,11.0856,51.8828,0.2339,1142,9,5,3
BOHVCE,0.879398148,160,26593,1247301.484,46.9033,0.034286569,41.2467422,-0.005277509,50.78056,-1.836944,45.5067,12.3478,1203,3,4,3
FMMVLC,0.959482326,168,30619,1842464.23,60.1738,0.045212044,57.7357806,-0.006841455,47.9886,10.2394,39.48861,-0.4819444,1277,2,2,2
BLQKRK,0.961828606,308,57375,2664971.379,46.4483,0.050253438,44.67530643,-0.010166933,50.08333,19.78333,44.5306,11.2925,889,10,1,8
BLQSDR,0.84178499,118,19090,779280.2582,40.8213,0.028282165,34.36282998,-0.006593297,44.5306,11.2925,43.42916,-3.826389,1215,15,2,3
ALCBRI,0.96998653,124,23043,1534132.966,66.5769,0.042598125,64.5787576,-0.006865199,41.14111,16.78833,38.2825,-0.5583333,1516,15,2,7
BHXVLC,0.836355786,48,7748,296380.1625,38.2524,0.02212495,31.9926773,-0.00934397,52.45306,-1.746389,39.48861,-0.4819444,1446,20,1,2
MXPVIE,0.963390054,733,128575,5431116.972,42.2408,0.062034165,40.69441239,-0.009991762,48.1111,16.5583,45.6317,8.7278,656,7,1,1
BCNMXP,0.982958666,752,140972,6012834.296,42.6526,0.058230314,41.92582624,-0.007253167,45.6317,8.7278,41.3028,2.0944,720,15,2,1
FNIOPO,0.917198808,174,30163,1352634.888,44.8441,0.03708839,41.13102499,-0.007796594,43.75861,4.416667,41.23806,-8.674723,1109,1,5,3
MRSRBA,0.981851897,385,72010,4796594.498,66.6101,0.044490659,65.40126939,-0.00916383,43.43555,5.216389,34.05,-6.7569,1470,12,5,2
FKBLPA,0.896193772,48,8288,678349.6054,81.8472,0.023853968,73.35095214,-0.003892273,48.79417,8.188889,27.93194,-15.38333,3075,11,4,10
KRKSTN,0.946259613,2012,365436,22164423.68,60.6519,0.041588795,57.39253653,-0.006047352,51.8828,0.2339,50.08333,19.78333,1380,9,2,2
CAGHHN,0.96374269,190,34608,2085884.585,60.2717,0.04844575,58.08645459,-0.004207909,49.9497,7.2639,39.24722,9.061111,1199,7,4,3
BODCIA,0.981040564,36,6675,369013.4122,55.2829,0.048123137,54.23477546,-0.007313769,44.82944,-0.7144445,41.7995,12.5933,1127,15,5,3
BLQCHQ,0.911496848,67,11710,1167154.348,99.6715,0.061343918,90.85034234,-0.004247698,44.5306,11.2925,35.5325,24.1483,1481,17,4,7
KRKTGD,0.880330815,344,57799,3152064.145,54.5349,0.055824157,48.00877521,-0.008603064,50.08333,19.78333,42.35833,19.25194,860,10,5,8
ALCPOZ,0.973825738,302,55771,4910130.345,88.0409,0.041398608,85.73651729,-0.006778902,52.41694,16.88333,38.2825,-0.5583333,2071,19,2,5
EINZAD,0.88415404,88,14005,1038127.284,74.1254,0.059310714,65.53833863,-0.006440084,51.4533,5.3889,44.09778,15.35667,1105,7,2,3
LPLNOC,0.854875034,721,116534,4182469.398,35.8905,0.07709029,30.68193548,-0.007591397,53.91,-8.817778,53.33833,-2.866667,398,16,5,6
ACELTN,0.860950861,227,37757,3044086.839,80.6231,0.024995512,69.41253766,-0.004480505,51.8744,-0.3664,28.9425,-13.60472,2777,11,4,10
